NO,Name,DateCreatedYear,DateEstablishedYear,ArticleFrequency,Note( I select some mesh term to find why their frequency is 0 ),
D003543,Cysteamine,1999,1966,2905,,
D003544,Cysteic Acid,1974,1991,216,,
D003545,Cysteine,1999,1966,33903,,
D003546,Cysteine Endopeptidases,1987,1988,14756,,
D003547,Cysteine Synthase,1976,1991,362,,
D003548,Cysteinyldopa,1976,1991,258,,
D003549,Cystic Duct,1999,1966,1675,,
D003550,Cystic Fibrosis,1999,1967,30892,,
D003551,Cysticercosis,1999,1966,4025,,
D003552,Cysticercus,1999,1991,960,,
D003553,Cystine,1999,1966,5848,,
D003554,Cystinosis,1999,1966,1124,,
D003555,Cystinuria,1999,1966,1406,,
D003556,Cystitis,1999,1966,6961,,
D003557,Phyllodes Tumor,1999,1994,1615,,
D003558,Cystoscopy,1999,1966,6795,,
D003559,Cystostomy,1987,1988,1027,,
D003560,Cysts,1999,1966,35531,,
D003561,Cytarabine,1999,1966,13607,,
D003562,Cytidine,1999,1972,2379,,
D003563,Cyclic CMP,1979,1991,169,,
D003564,Cytidine Deaminase,1974,1991,2698,,
D003565,Cytidine Diphosphate,1977,1991,251,,
D003566,Cytidine Diphosphate Choline,1974,1991,814,,
D003567,Cytidine Diphosphate Diglycerides,1974,1991,195,,
D003568,Cytidine Monophosphate,1999,1991,680,,
D003569,Cytidine Monophosphate N-Acetylneuraminic Acid,1974,1991,262,,
D003570,Cytidine Triphosphate,1977,1991,920,,
D003571,Cytochalasin B,1999,1974,4986,,
D003572,Cytochalasins,1999,1974,1174,,
D003573,Cytochrome b Group,1982,1983,4070,,
D003574,Cytochrome c Group,1999,1973,11183,,
D003575,Cytochromes c1,1999,1991,467,,
D003576,Electron Transport Complex IV,1999,2004,18223,,
D003577,Cytochrome P-450 Enzyme System,1999,1973,38839,,
D003578,Cytochrome-c Peroxidase,1975,1991,659,,
D003579,Cytochrome Reductases,1999,1974,1835,,
D003580,Cytochromes,1999,1966,9797,,
D003581,Cytodiagnosis,1999,1966,15020,,
D003582,Cytogenetics,1999,1967,5759,,
D003583,Cytokinins,1974,1991,1887,,
D003584,Cytological Techniques,1999,1973,9870,,
D003585,Cell Biology,1999,2010,5852,,
D003586,Cytomegalovirus Infections,1999,1994,21619,,
D003587,Cytomegalovirus,1999,1966,18460,,
D003588,"Cytopathogenic Effect, Viral",1999,1968,9211,,
D003589,Cytophaga,1999,1966,381,,
D003592,Cytophotometry,1985,1986,1043,,
D003593,Cytoplasm,1999,1965,65419,,
D003594,Cytoplasmic Granules,1999,1965,21830,,
D003595,Cytoplasmic Streaming,1999,1970,603,,
D003596,Cytosine,1999,1966,9646,,
D003597,Cytosine Nucleotides,1999,1966,3553,,
D003598,Cytoskeletal Proteins,1984,1985,21053,,
D003599,Cytoskeleton,1976,1980,28219,,
D003600,Cytosol,1999,1973,40689,,
D003601,"Cytotoxicity Tests, Immunologic",1999,1973,13274,,
D003602,"Cytotoxicity, Immunologic",1977,1978,32294,,
D003603,Cytotoxins,1977,1978,5587,,
D003604,Czechoslovakia,1999,1966,17849,,
D003605,D-Amino-Acid Oxidase,1999,1966,1300,,
D003606,Dacarbazine,1974,1980,6164,,
D003607,Dacryocystitis,1999,1966,1477,,
D003608,Dacryocystorhinostomy,1987,1988,2406,,
D003609,Dactinomycin,1999,1966,18522,,
D003610,Dagestan,1999,1975,297,,
D003611,Dairy Products,1999,1966,7018,,
D003612,Dairying,1999,1966,9708,,
D003613,Danazol,1974,1991,2239,,
D003614,Dance Therapy,1979,1980,254,,
D003615,Dancing,1999,1966,2212,,
D003616,Dandy-Walker Syndrome,1999,1991,968,,
D003617,Dangerous Behavior,1977,1991,3539,,
D003619,Dansyl Compounds,1999,1972,2499,,
D003620,Dantrolene,1999,1980,1785,,
D003621,Daphnia,1999,1972,3751,,
D003622,Dapsone,1999,1966,4531,,
D003623,Dark Adaptation,1999,1972,5774,,
D003624,Darkness,1999,1966,12133,,
D003625,Data Collection,1979,1980,85195,,
D003626,Data Display,1999,1966,6558,,
D003627,"Data Interpretation, Statistical",1987,1988,51585,,
D003628,Database Management Systems,1986,1991,7314,,
D003629,Modems,1999,1991,233,,
D003630,Daunorubicin,1999,1966,7486,,
D003631,"Day Care, Medical",1999,1968,4885,,
D003632,Dichlorodiphenyldichloroethane,1999,1968,967,,
D003633,Dichlorodiphenyl Dichloroethylene,1999,1974,1895,,
D003634,DDT,1999,1966,8059,,
D003635,De Lange Syndrome,1999,1966,698,,
D003636,DEAE-Cellulose,1999,1991,277,,
D003637,DEAE-Dextran,1974,1991,432,,
D003638,Deafness,1999,1960,24661,,
D003639,"Hearing Loss, Sudden",1978,1979,1977,,
D003640,Dealkylation,1999,1974,1721,,
D003641,Deamination,1999,1974,1774,,
D003642,Deanol,1999,1991,350,,
D003643,Death,1999,1966,15665,,
D003644,Death Certificates,1999,1966,4822,,
D003645,"Death, Sudden",1999,1966,11587,,
D003646,Debridement,1999,1966,13532,,
D003647,Debrisoquin,1999,1991,878,,
D003648,Decalcification Technique,1999,1965,1150,,
D003649,"Decalcification, Pathologic",1999,1991,278,,
D003650,Decamethonium Compounds,1999,1966,937,,
D003651,Decanoates,1974,1991,298,,
D003652,Decanoic Acids,1974,1975,1474,,
D003653,Decarboxylation,1999,1991,1804,,
D003654,Deceleration,1999,1991,542,,
D003655,Decerebrate State,1999,1966,4760,,
D003656,Decidua,1999,1966,5157,,
D003657,Decision Making,1999,1966,76772,,
D003658,"Decision Making, Computer-Assisted",1986,1987,2547,,
D003659,"Decision Making, Organizational",1985,1986,10726,,
D003660,"Decision Support Systems, Management",1986,1991,922,,
D003661,Decision Support Techniques,1987,1988,15289,,
D003662,Decision Theory,1979,1980,869,,
D003663,Decision Trees,1987,1988,9606,,
D003664,Decompression,1974,1980,1399,,
D003665,Decompression Sickness,1999,1966,3232,,
D003666,Decontamination,1999,1966,3944,,
D003667,Decoquinate,1974,1991,73,,
D003668,Pressure Ulcer,1999,2006,10603,,
D003669,Deductibles and Coinsurance,1999,1968,1558,,
D003670,Deer,1999,1968,7730,,
D003671,DEET,1999,1991,753,,
D003672,Defecation,1999,1966,6249,,
D003673,Defective Viruses,1999,1973,3015,,
D003674,Defense Mechanisms,1999,1966,9214,,
D003675,Defensive Medicine,1974,1991,1152,,
D003676,Deferoxamine,1999,1965,5983,,
D003677,Deficiency Diseases,1999,1966,7491,,
D003678,"Defoliants, Chemical",1999,1991,238,,
D003679,Deglutition,1999,1966,8257,,
D003680,Deglutition Disorders,1999,1966,16814,,
D003681,Dehydration,1999,1966,11637,,
D003682,Dehydroascorbatase,1974,1991,9,,
D003683,Dehydroascorbic Acid,1974,1991,1077,,
D003684,Dehydrocholesterols,1977,1991,427,,
D003685,Dehydrocholic Acid,1999,1966,474,,
D003687,Dehydroepiandrosterone,1999,2004,8966,,
D003688,Deinstitutionalization,1978,1979,3176,,
D003689,"Vestibular Nucleus, Lateral",1999,1991,257,,
D003690,Deja Vu,1999,1968,184,,
D003691,Delaware,1999,1966,1896,,
D003692,Delayed-Action Preparations,1999,1966,31195,,
D003693,Delirium,1999,1966,6906,,
D003695,Delivery of Health Care,1999,1971,73090,,
D003696,Delivery Rooms,1981,1991,1331,,
D003697,Delphi Technique,1979,1991,3586,,
D003698,Hepatitis Delta Virus,1985,1986,1837,,
D003699,Hepatitis D,1985,1986,1912,,
D003700,Delta Rhythm,1974,1991,1346,,
D003701,Delta Sleep-Inducing Peptide,1986,1987,463,,
D003702,Delusions,1999,1966,7091,,
D003703,Demecolcine,1999,1973,1164,,
D003704,Dementia,1980,1981,41205,,
D003707,Demeclocycline,1999,1992,850,,
D003708,Nordazepam,1976,1991,465,,
D003709,Democracy,1999,1966,1359,,
D003710,Demography,1999,1966,55783,,
D003711,Demyelinating Diseases,1999,1979,10645,,
D003712,Dendrites,1999,1965,18034,,
D003713,Dendritic Cells,1986,1987,37336,,
D003714,Denervation,1999,1965,13846,,
D003715,Dengue,1999,1966,8446,,
D003716,Dengue Virus,1999,1966,6469,,
D003717,Denial (Psychology),1974,1975,2527,,
D003718,Denmark,1999,1966,41236,,
D003719,Dens in Dente,1999,1991,440,,
D003720,Densitometry,1999,1967,12024,,
D003722,Dental Alloys,1999,1973,8663,,
D003723,Dental Amalgam,1999,1965,8162,,
D003724,Dental Arch,1999,1966,4494,,
D003725,Dental Articulators,1976,1991,1870,,
D003726,Dental Assistants,1999,1966,4478,,
D003727,Dental Auxiliaries,1999,1978,1964,,
D003728,Dental Calculus,1999,1964,2586,,
D003729,Dental Care,1999,1973,18931,,
D003730,Dental Care for Disabled,1979,1980,4059,,
D003731,Dental Caries,1999,1960,39951,,
D003732,Dental Caries Activity Tests,1999,1972,754,,
D003733,Dental Caries Susceptibility,1999,1965,2148,,
D003734,Dental Casting Investment,1999,1965,1471,,
D003735,Dental Casting Technique,1999,1965,3693,,
D003736,Dental Cavity Lining,1999,1965,1791,,
D003737,Dental Cavity Preparation,1999,1966,7391,,
D003738,Dental Cements,1999,1972,6617,,
D003739,Dental Cementum,1999,1966,3157,,
D003740,Dental Clinics,1999,1965,2517,,
D003741,Dental Deposits,1999,1965,644,,
D003742,"Dental Devices, Home Care",1999,1972,1840,,
D003743,Dental Enamel,1999,1960,17611,,
D003744,Dental Enamel Hypoplasia,1999,1966,1678,,
D003745,Dental Enamel Permeability,1999,1991,272,,
D003746,Dental Enamel Proteins,1999,1965,2091,,
D003747,Dental Enamel Solubility,1999,1965,1039,,
D003748,Dental Equipment,1999,1965,5674,,
D003749,Dental Facilities,1999,1972,247,,
D003750,Dental Fissures,1986,1991,536,,
D003751,Dental Fistula,1999,1970,726,,
D003752,Dental Health Services,1977,1978,3808,,
D003753,Dental Health Surveys,1999,1972,3752,,
D003754,Dental High-Speed Equipment,1999,1965,1420,,
D003755,Dental High-Speed Technique,1999,1965,513,,
D003756,Dental Hygienists,1999,1965,5282,,
D003757,Dental Implantation,1999,1965,3800,,
D003758,"Dental Implantation, Endosseous",1976,1977,13739,,
D003759,"Dental Implantation, Endosseous, Endodontic",1999,1972,459,,
D003760,Dental Impression Materials,1999,1965,3622,,
D003761,Dental Impression Technique,1999,1965,5417,,
D003762,Dental Instruments,1999,1965,5676,,
D003763,Dental Leakage,1983,1984,3931,,
D003764,Dental Materials,1999,1966,15056,,
D003765,Dental Models,1999,1965,7483,,
D003766,Dental Occlusion,1999,1965,9927,,
D003767,"Dental Occlusion, Balanced",1999,1965,1784,,
D003768,"Dental Occlusion, Centric",1999,1965,2649,,
D003769,"Dental Occlusion, Traumatic",1999,1965,2006,,
D003770,Dental Offices,1999,1972,3376,,
D003771,Dental Papilla,1999,1991,417,,
D003772,Dental Pins,1999,1970,1087,,
D003773,Dental Plaque,1999,1965,15648,,
D003774,Dental Plaque Index,1982,1991,4416,,
D003775,Dental Polishing,1983,1984,2324,,
D003776,Dental Porcelain,1999,1965,9413,,
D003777,Dental Prophylaxis,1999,1965,3665,,
D003778,Dentures,1999,1991,5299,,
D003779,Denture Design,1999,1970,13766,,
D003780,Denture Repair,1999,1974,703,,
D003781,Denture Retention,1999,1965,6009,,
D003782,Dental Pulp,1999,1966,10947,,
D003784,Dental Pulp Calcification,1999,1965,553,,
D003785,Dental Pulp Capping,1999,1965,1869,,
D003786,Dental Pulp Cavity,1999,1965,7495,,
D003787,Dental Pulp Devitalization,1999,1970,401,,
D003788,Dental Pulp Diseases,1999,1965,2737,,
D003789,Dental Pulp Exposure,1999,1965,846,,
D003790,Dental Pulp Necrosis,1999,1965,2005,,
D003791,Dental Pulp Test,1999,1965,977,,
D003792,Dental Records,1999,1967,3130,,
D003793,"Dental Restoration, Permanent",1999,1965,18930,,
D003794,"Dental Restoration, Temporary",1999,1965,1695,,
D003795,Dental Sac,1999,1991,546,,
D003796,"Dental Service, Hospital",1999,1978,1995,,
D003797,Dental Staff,1999,1973,2156,,
D003798,"Dental Staff, Hospital",1999,1974,230,,
D003799,Dental Stress Analysis,1999,1972,13862,,
D003800,Dental Technicians,1999,1965,2259,,
D003801,Dental Veneers,1983,1984,3285,,
D003802,Dentifrices,1999,1966,3560,,
D003803,Dentigerous Cyst,1999,1966,1606,,
D003804,Dentin,1999,1966,16996,,
D003805,Dentin Dysplasia,1999,1965,247,,
D003806,Dentin Permeability,1999,1991,1135,,
D003807,Dentin Sensitivity,1999,1965,2325,,
D003808,Dentin Solubility,1999,1965,154,,
D003809,"Dentin, Secondary",1999,1965,1377,,
D003810,Dentinogenesis,1999,1965,965,,
D003811,Dentinogenesis Imperfecta,1999,1965,476,,
D003812,Dentist-Patient Relations,1999,1965,7897,,
D003813,Dentistry,1999,1960,34126,,
D003814,"Dentistry, Operative",1999,1965,2647,,
D003815,Dentists,1999,1965,16396,,
D003816,"Dentists, Women",1999,1965,917,,
D003817,Dentition,1999,1966,3259,,
D003818,"Dentition, Mixed",1999,1973,1863,,
D003819,Denture Bases,1999,1965,3187,,
D003820,Denture Cleansers,1977,1991,423,,
D003821,Denture Identification Marking,1983,1984,125,,
D003822,Denture Liners,1999,1965,932,,
D003823,Denture Rebasing,1999,1965,708,,
D003824,"Denture, Complete",1999,1965,7396,,
D003825,"Denture, Complete, Immediate",1999,1965,791,,
D003826,"Denture, Complete, Lower",1999,1965,1742,,
D003827,"Denture, Complete, Upper",1999,1965,2000,,
D003828,"Denture, Overlay",1999,1974,3338,,
D003829,"Denture, Partial",1999,1965,4303,,
D003830,"Denture, Partial, Fixed",1999,1965,8260,,
D003831,"Denture, Partial, Immediate",1999,1965,493,,
D003832,"Denture, Partial, Removable",1999,1965,6425,,
D003833,"Denture, Partial, Temporary",1999,1965,1213,,
D003834,Denture Precision Attachment,1999,1970,1783,,
D003835,Denturists,1979,1991,128,,
D003836,Deodorants,1999,1966,412,,
D003837,Deoxy Sugars,1999,1974,2110,,
D003838,Deoxyadenine Nucleotides,1977,1978,1037,,
D003839,Deoxyadenosines,1999,1973,3077,,
D003840,Deoxycholic Acid,1999,1974,4571,,
D003841,Deoxycytidine,1999,1975,14439,,
D003842,Deoxycytidine Kinase,1977,1991,620,,
D003843,Deoxycytidine Monophosphate,1999,1991,240,,
D003844,DCMP Deaminase,1975,1991,157,,
D003845,Deoxycytosine Nucleotides,1977,1978,712,,
D003846,Deoxyepinephrine,1974,1991,485,,
D003847,Deoxyglucose,1999,1991,10746,,
D003848,Deoxyguanine Nucleotides,1977,1978,902,,
D003849,Deoxyguanosine,1977,1978,5616,,
D003850,Deoxyribonuclease I,1984,1985,7565,,
D003851,Deoxyribonucleases,1999,1966,10637,,
D003852,Deoxyribonucleoproteins,1975,1984,800,,
D003853,Deoxyribonucleosides,1999,1973,1093,,
D003854,Deoxyribonucleotides,1999,1973,3158,,
D003855,Deoxyribose,1999,1974,924,,
D003856,Deoxyuracil Nucleotides,1977,1978,1040,,
D003857,Deoxyuridine,1999,1966,2019,,
D003858,Dependency (Psychology),1974,1991,2343,,
D003859,Dependent Personality Disorder,1974,1991,216,,
D003861,Depersonalization,1999,1998,1338,,
D003862,Depreciation,1977,1991,182,,
D003863,Depression,1999,1966,90300,,
D003864,"Depression, Chemical",1999,1968,28557,,
D003865,"Depressive Disorder, Major",1999,1981,22935,,
D003866,Depressive Disorder,1980,1981,65001,,
D003867,Depth Perception,1999,1966,7057,,
D003868,Dequalinium,1975,1991,214,,
D003869,Dermabrasion,1999,1966,1174,,
D003870,Dermacentor,1999,1991,1134,,
D003871,Dermatan Sulfate,1999,1991,2366,,
D003872,Dermatitis,1999,1966,11042,,
D003873,"Dermatitis, Exfoliative",1999,1993,2530,,
D003874,Dermatitis Herpetiformis,1999,1966,2602,,
D003875,Drug Eruptions,1999,1993,12132,,
D003876,"Dermatitis, Atopic",1999,1966,16444,,
D003877,"Dermatitis, Contact",1999,1966,15523,,
D003878,Dermatoglyphics,1999,1966,5268,,
D003879,Dermatologic Agents,1999,1967,21008,,
D003880,Dermatology,1999,1966,15791,,
D003881,Dermatomycoses,1999,1977,8013,,
D003882,Dermatomyositis,1999,1966,6882,,
D003883,Arthrodermataceae,1999,1999,2326,,
D003884,Dermoid Cyst,1999,1963,4460,,
D003885,Dermotoxins,1977,1978,85,,
D003886,Descemet Membrane,1999,1974,1672,,
D003887,"Desensitization, Psychologic",1999,1991,1552,,
D003888,"Desensitization, Immunologic",1999,1965,9453,,
D003889,Desert Climate,1999,1966,3192,,
D003890,Desiccation,1976,1977,5535,,
D003891,Desipramine,1999,1965,5453,,
D003892,Deslanoside,1974,1991,104,,
D003893,Desmin,1984,1985,3409,,
D003894,Deamino Arginine Vasopressin,1974,1986,3818,,
D003895,Desmosine,1974,1991,393,,
D003896,Desmosomes,1999,1972,3293,,
D003897,Desmosterol,1999,1974,357,,
D003898,Desonide,1974,1991,87,,
D003899,Desoximetasone,1977,1991,68,,
D003900,Desoxycorticosterone,1999,1966,7470,,
D003901,Desulfovibrio,1999,1966,1416,,
D003902,Detergents,1999,1963,16333,,
D003903,Deuterium,1999,1966,11908,,
D003904,Mitosporic Fungi,1999,1973,7946,,
D003905,Deuteroporphyrins,1974,1991,210,,
D003906,Developing Countries,1999,1971,66592,,
D003907,Dexamethasone,1999,1966,46651,,
D003908,Dexamethasone Isonicotinate,1975,1991,46,,
D003909,Dexetimide,1974,1991,115,,
D003910,Dextranase,1999,1973,448,,
D003911,Dextrans,1999,1979,23101,,
D003912,Dextrins,1999,1991,917,,
D003913,Dextroamphetamine,1999,1977,6780,,
D003914,Dextrocardia,1999,1991,1386,,
D003915,Dextromethorphan,1999,1991,1655,,
D003916,Dextromoramide,1999,1966,359,,
D003917,Dextrorphan,1974,1991,420,,
D003918,Dextrothyroxine,1999,1965,266,,
D003919,Diabetes Insipidus,1999,1966,6033,,
D003920,Diabetes Mellitus,1999,1966,102087,,
D003921,"Diabetes Mellitus, Experimental",1977,1978,37082,,
D003922,"Diabetes Mellitus, Type 1",1999,2005,65921,,
D003923,"Diabetes Mellitus, Lipoatrophic",1978,1979,194,,
D003924,"Diabetes Mellitus, Type 2",1983,1984,100961,,
D003925,Diabetic Angiopathies,1999,1966,17023,,
D003926,Diabetic Coma,1999,1966,2292,,
D003927,"Diet, Diabetic",1999,1966,4730,,
D003928,Diabetic Nephropathies,1999,1965,21439,,
D003929,Diabetic Neuropathies,1999,1966,13051,,
D003930,Diabetic Retinopathy,1999,1966,20473,,
D003931,Diacetyl,1974,1991,1206,,
D003932,Heroin,1999,1999,5104,,
D003933,Diagnosis,1999,1966,16862,,
D003935,"Diagnostic Techniques, Cardiovascular",1999,1998,1763,,
D003936,"Diagnosis, Computer-Assisted",1999,1973,20188,,
D003937,"Diagnosis, Differential",1999,1966,410056,,
D003938,"Diagnostic Techniques, Digestive System",1999,1998,608,,
D003939,"Diagnostic Techniques, Otological",1999,1998,167,,
D003940,"Diagnostic Techniques, Endocrine",1999,1998,725,,
D003941,"Diagnostic Techniques, Ophthalmological",1999,1998,5730,,
D003943,"Diagnostic Techniques, Neurological",1999,1998,1191,,
D003944,"Diagnostic Techniques, Obstetrical and Gynecological",1999,1998,387,,
D003945,"Diagnosis, Oral",1999,1965,1735,,
D003947,"Diagnostic Techniques, Radioisotope",1999,1988,154,,
D003948,"Diagnostic Techniques, Respiratory System",1999,1998,395,,
D003949,"Diagnostic Techniques, Surgical",1999,1966,1450,,
D003950,"Diagnostic Techniques, Urological",1999,1998,748,,
D003951,Diagnostic Errors,1999,1973,33596,,
D003952,Diagnostic Imaging,1987,1988,36482,,
D003953,Diagnosis-Related Groups,1985,1986,10137,,
D003954,Diagnostic Services,1999,1968,1850,,
D003955,"Diagnostic Tests, Routine",1981,1982,8800,,
D003956,Dialysis,1999,1966,12338,,
D003957,Diamfenetide,1974,1991,36,,
D003958,Diamide,1976,1991,1008,,
D003959,Diamines,1999,1974,2793,,
D003960,Diaminopimelic Acid,1974,1991,1094,,
D003961,Dianhydrogalactitol,1978,1991,112,,
D003962,Dianisidine,1974,1991,176,,
D003963,Diaper Rash,1999,1966,603,,
D003964,Diaphragm,1999,1966,19299,,
D003965,Diaphragmatic Eventration,1999,1966,828,,
D003966,Camurati-Engelmann Syndrome,1974,1991,295,,
D003967,Diarrhea,1999,1966,42270,,
D003968,"Diarrhea, Infantile",1999,1966,6828,,
D003969,Vipoma,1981,1991,446,,
D003970,Diastema,1999,1972,1293,,
D003971,Diastole,1977,1991,15800,,
D003972,Diathermy,1999,1966,3330,,
D003973,Diatrizoate,1999,1966,3239,,
D003974,Diatrizoate Meglumine,1974,1987,2095,,
D003975,Diazepam,1999,1965,17163,,
D003976,Diazinon,1974,1991,890,,
D003978,Diazomethane,1999,1968,587,,
D003979,Diazonium Compounds,1999,1968,1419,,
D003980,Diazooxonorleucine,1999,1991,286,,
D003981,Diazoxide,1999,1967,2643,,
D003982,Dibekacin,1974,1991,470,,
D003983,Dibenzylchlorethamine,1999,1966,611,,
D003984,Dibenzazepines,1999,1968,2673,,
D003986,Dibenzocycloheptenes,1999,1968,1104,,
D003987,Dibenzothiazepines,1999,1968,2347,,
D003988,Dibenzothiepins,1999,1968,595,,
D003989,Dibenzoxazepines,1999,1968,471,,
D003990,Dibenzoxepins,1999,1968,518,,
D003991,Dibromothymoquinone,1974,1991,131,,
D003992,Dibucaine,1999,1966,1025,,
D003993,Dibutyl Phthalate,1976,1991,831,,
D003994,Bucladesine,1999,1974,9698,,
D003995,Dibutyryl Cyclic GMP,1977,1991,550,,
D003996,Dicamba,1999,1991,148,,
D003997,Dicarbethoxydihydrocollidine,1974,1991,195,,
D003998,Dicarboxylic Acids,1999,1968,3294,,
D003999,Dichloroacetic Acid,1977,1991,1019,,
D004000,Dichloroethylenes,1975,1991,458,,
D004002,Clodronic Acid,1976,1991,1494,,
D004003,Dichlorophen,1999,1975,77,,
D004004,Dichlororibofuranosylbenzimidazole,1978,1991,488,,
D004005,Dichlorphenamide,1999,1966,149,,
D004006,Dichlorvos,1999,1973,1106,,
D004007,Dichotic Listening Tests,1978,1991,1801,,
D004008,Diclofenac,1976,1986,6627,,
D004009,Dicloxacillin,1999,1973,583,,
D004010,Dicofol,1974,1991,134,,
D004011,Dicrocoeliasis,1999,1968,235,,
D004012,Dicrocoeliidae,1981,1998,64,,
D004013,Dicrocoelium,1999,1966,266,,
D004014,Dictionaries as Topic,1999,2008,434,,
D004015,"Dictionaries, Chemical",1999,1966,33,,
D004016,"Dictionaries, Classical",1999,1966,6,,
D004017,"Dictionaries, Dental",1999,1966,51,,
D004018,"Dictionaries, Medical",1999,1966,292,,
D004019,"Dictionaries, Pharmaceutic",1999,1966,48,,
D004020,"Dictionaries, Polyglot",1999,1966,14,,
D004021,Dictyocaulus,1974,1991,372,,
D004022,Dictyocaulus Infections,1999,1968,618,,
D004023,Dictyostelium,1974,1979,6856,,
D004024,Dicyclohexylcarbodiimide,1999,1991,1350,,
D004025,Dicyclomine,1975,1991,349,,
